Organizador,Ano_Mes,Dia_da_Semana,Tipo_Dia,Objetivo,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Tipo_de_Anúncio,Fase
3533,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-01,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,331.16,222,25359,81,Video,12º Lançamento | Leads
3534,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-01,midfunnel_full_dados_video_cara_voce_ja_utilizou_python_pra_criar_uma_etl_pipeline,0.00,,0,2,Video,12º Lançamento | Leads
3535,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-01,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,255.66,197,13961,69,Video,12º Lançamento | Leads
3536,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-01,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,333.13,324,34670,123,Video,12º Lançamento | Leads
3537,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-01,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,101.71,63,9816,27,Video,12º Lançamento | Leads
3538,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-01,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,154.57,81,10331,23,Video,12º Lançamento | Leads
3539,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-01,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,168.60,124,21865,38,Video,12º Lançamento | Leads
3540,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-01,topfunnel_LAL1_compradores_video_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,141.76,40,5860,15,Video,12º Lançamento | Leads
3541,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-01,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,60.73,37,5635,14,Video,12º Lançamento | Leads
3542,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-01,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,3.23,1,456,,Video,12º Lançamento | Leads
3543,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-02,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,316.75,220,24795,76,Video,12º Lançamento | Leads
3544,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-02,midfunnel_full_dados_video_cara_voce_ja_utilizou_python_pra_criar_uma_etl_pipeline,0.00,,0,,Video,12º Lançamento | Leads
3545,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-02,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,280.37,182,14359,69,Video,12º Lançamento | Leads
3546,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-02,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,366.90,349,38101,134,Video,12º Lançamento | Leads
3547,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-02,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,143.38,103,13911,21,Video,12º Lançamento | Leads
3548,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-02,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,152.28,100,11134,36,Video,12º Lançamento | Leads
3549,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-02,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,197.02,137,28188,46,Video,12º Lançamento | Leads
3550,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-02,topfunnel_LAL1_compradores_video_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,24.78,13,1018,3,Video,12º Lançamento | Leads
3552,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-02,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,2.85,2,287,1,Video,12º Lançamento | Leads
3553,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-03,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,302.00,201,24543,57,Video,12º Lançamento | Leads
3554,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-03,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,279.48,198,16827,60,Video,12º Lançamento | Leads
3556,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-03,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,142.43,86,15555,20,Video,12º Lançamento | Leads
3557,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-03,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,136.87,107,11659,26,Video,12º Lançamento | Leads
3558,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-03,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,188.55,152,27606,42,Video,12º Lançamento | Leads
3559,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-03,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,28.38,18,2304,7,Video,12º Lançamento | Leads
3560,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-03,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,0.77,2,94,1,Video,12º Lançamento | Leads
3561,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-04,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,317.93,184,21733,70,Video,12º Lançamento | Leads
3562,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-04,midfunnel_full_dados_video_cara_voce_ja_utilizou_python_pra_criar_uma_etl_pipeline,0.00,,0,1,Video,12º Lançamento | Leads
3563,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-04,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,265.88,217,13997,71,Video,12º Lançamento | Leads
3564,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-04,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,336.04,246,38289,84,Video,12º Lançamento | Leads
3565,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-04,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,144.89,69,11732,22,Video,12º Lançamento | Leads
3566,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-04,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,137.12,105,9306,36,Video,12º Lançamento | Leads
3567,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-04,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,185.92,124,26617,33,Video,12º Lançamento | Leads
3568,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-04,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,49.04,35,3543,15,Video,12º Lançamento | Leads
3569,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-04,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,2.54,1,237,,Video,12º Lançamento | Leads
3570,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-05,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,334.61,181,20218,62,Video,12º Lançamento | Leads
3571,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-05,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,302.85,190,12160,64,Video,12º Lançamento | Leads
3572,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-05,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,369.70,230,38722,91,Video,12º Lançamento | Leads
3573,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-05,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,160.26,83,10449,36,Video,12º Lançamento | Leads
3574,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-05,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,161.32,87,8267,44,Video,12º Lançamento | Leads
3575,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-05,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,211.45,135,28916,50,Video,12º Lançamento | Leads
3576,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-05,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,37.68,19,3140,10,Video,12º Lançamento | Leads
3577,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-05,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,0.79,1,55,2,Video,12º Lançamento | Leads
3578,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-06,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,309.25,157,22218,57,Video,12º Lançamento | Leads
3579,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-06,midfunnel_full_dados_video_cara_voce_ja_utilizou_python_pra_criar_uma_etl_pipeline,0.00,,0,1,Video,12º Lançamento | Leads
3580,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-06,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,257.38,145,12530,44,Video,12º Lançamento | Leads
3582,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-06,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,85.12,48,6861,17,Video,12º Lançamento | Leads
3583,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-06,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,190.40,120,11053,38,Video,12º Lançamento | Leads
3584,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-06,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,244.85,149,34480,37,Video,12º Lançamento | Leads
3585,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-06,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,53.35,26,4674,7,Video,12º Lançamento | Leads
3586,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-06,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,12.02,5,1285,3,Video,12º Lançamento | Leads
3587,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-07,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,320.32,167,22100,66,Video,12º Lançamento | Leads
3588,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-07,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,278.83,134,13107,60,Video,12º Lançamento | Leads
3589,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-07,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,448.96,221,43600,82,Video,12º Lançamento | Leads
3590,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-07,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,49.92,30,4476,8,Video,12º Lançamento | Leads
3591,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-07,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,221.40,118,13597,38,Video,12º Lançamento | Leads
3592,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-07,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,283.45,148,37115,44,Video,12º Lançamento | Leads
3593,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-07,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,36.74,21,3014,9,Video,12º Lançamento | Leads
3594,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-07,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,8.46,9,905,2,Video,12º Lançamento | Leads
3595,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-08,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,334.14,149,18184,49,Video,12º Lançamento | Leads
3597,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-08,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,435.36,245,38512,84,Video,12º Lançamento | Leads
3598,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-08,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,53.22,40,3628,12,Video,12º Lançamento | Leads
3599,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-08,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,80.36,41,3738,24,Video,12º Lançamento | Leads
3600,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-08,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,453.15,240,52047,74,Video,12º Lançamento | Leads
3601,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-08,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,9.56,3,693,2,Video,12º Lançamento | Leads
3602,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-08,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,1.79,1,165,,Video,12º Lançamento | Leads
3603,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-09,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,310.26,122,18832,48,Video,12º Lançamento | Leads
3604,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-09,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,0.00,,0,2,Video,12º Lançamento | Leads
3605,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-09,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,383.25,179,34734,54,Video,12º Lançamento | Leads
3606,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-09,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,48.53,23,3082,12,Video,12º Lançamento | Leads
3607,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-09,topfunnel_LAL1_compradores_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade,500.00,,0,,Video,12º Lançamento | Leads
3608,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-09,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,394.24,213,46007,66,Video,12º Lançamento | Leads
3609,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-10,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,313.52,146,19939,50,Video,12º Lançamento | Leads
3610,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-10,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,0.00,,0,2,Video,12º Lançamento | Leads
3611,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-10,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,374.03,188,31834,76,Video,12º Lançamento | Leads
3612,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-10,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,47.87,24,3285,7,Video,12º Lançamento | Leads
3613,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-10,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,371.76,167,40021,46,Video,12º Lançamento | Leads
3614,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-11,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,317.85,171,17663,64,Video,12º Lançamento | Leads
3615,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-11,midfunnel_full_dados_video_se_voce_quer_aprender_python_etl_engenharia_de_dados_de_verdade_michele,0.00,,0,2,Video,12º Lançamento | Leads
3616,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-11,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,371.96,172,26678,58,Video,12º Lançamento | Leads
3617,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-11,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,45.91,19,2659,8,Video,12º Lançamento | Leads
3618,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-11,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,355.87,148,31831,39,Video,12º Lançamento | Leads
3620,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-12,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,330.70,146,19407,40,Video,12º Lançamento | Leads
3621,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-12,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,423.54,211,32165,77,Video,12º Lançamento | Leads
3622,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-12,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,53.85,5000000,3334,10,Video,12º Lançamento | Leads
3623,2025 | Janeiro,Domingo,194,Leads,2025-01-12,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,451.52,,41730,59,Video,12º Lançamento | Leads
3624,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-13,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,323.33,125,18437,48,Video,12º Lançamento | Leads
3625,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-13,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,410.42,144,30467,63,Video,12º Lançamento | Leads
3626,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-13,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,51.15,16,3721,7,Video,12º Lançamento | Leads
3627,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-13,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,427.83,176,39766,58,Video,12º Lançamento | Leads
3630,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-14,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,37.43,23,2102,10,Video,12º Lançamento | Live
3631,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-14,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,317.39,116,23269,46,Video,12º Lançamento | Live
3636,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-15,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,0.00,,0,,Video,12º Lançamento | Vendas
3638,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-15,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,0.00,,0,,Video,12º Lançamento | Vendas
3639,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-15,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,0.00,,0,,Video,12º Lançamento | Vendas
3644,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-16,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,0.00,,0,,Video,12º Lançamento | Vendas
3645,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-16,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,0.00,,0,1,Video,12º Lançamento | Vendas
3646,2025 | Janeiro,Quinta-Feira,Dia útil,Leads,2025-01-16,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,0.00,,0,,Video,12º Lançamento | Vendas
3651,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-17,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,0.00,,0,,Video,12º Lançamento | Vendas
