Organizador,Ano_Mes,Dia_da_Semana,Tipo_Dia,Objetivo,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Tipo_de_Anúncio,Fase
3652,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-17,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,0.00,,0,,Video,12º Lançamento | Vendas
3653,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-17,topfunnel_LAL1_compradores_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,0.00,,0,,Video,12º Lançamento | Vendas
3654,2025 | Janeiro,Sexta-Feira,Dia útil,Leads,2025-01-17,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,0.00,,0,,Video,12º Lançamento | Vendas
3659,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-18,midfunnel_full_dados_video_cara_meu_chefe_acabou_de_mandar_um_arquivo_com_1_bilhao_de_linhas,0.00,,0,,Video,12º Lançamento | Vendas
3660,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-18,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,0.00,,0,,Video,12º Lançamento | Vendas
3661,2025 | Janeiro,Sábado,Final de Semana,Leads,2025-01-18,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,0.00,,0,1,Video,12º Lançamento | Vendas
3665,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-19,midfunnel_full_dados_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,0.00,,0,,Video,12º Lançamento | Vendas
3666,2025 | Janeiro,Domingo,Final de Semana,Leads,2025-01-19,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,0.00,,0,,Video,12º Lançamento | Vendas
3671,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-20,topfunnel_LAL1_compradores_video_todo_mundo_fala_que_databricks_spark_sao_as_melhores_ferramentas,0.00,,0,,Video,12º Lançamento | Vendas
3683,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_original,48.99,55,3562,25,Video,13º Lançamento | Leads
3684,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_teste,46.19,62,3284,30,Video,13º Lançamento | Leads
3685,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_teste,29.62,8,1931,1,Video,13º Lançamento | Leads
3686,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_original,29.66,17,2103,7,Video,13º Lançamento | Leads
3687,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,midfunnel_full_dados_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_teste,39.18,31,2090,14,Video,13º Lançamento | Leads
3688,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,midfunnel_full_dados_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_original,38.15,14,1464,6,Video,13º Lançamento | Leads
3689,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,38.54,33,2329,13,Video,13º Lançamento | Leads
3690,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,37.52,31,2730,18,Video,13º Lançamento | Leads
3691,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,16.39,19,1425,8,Video,13º Lançamento | Leads
3692,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,16.66,5,1302,2,Video,13º Lançamento | Leads
3693,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,topfunnel_LAL1_compradores_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_original,16.70,5,1008,2,Video,13º Lançamento | Leads
3694,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-03,topfunnel_LAL1_compradores_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_teste,16.57,6,1084,1,Video,13º Lançamento | Leads
3695,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_original,124.27,99,7495,59,Video,13º Lançamento | Leads
3696,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_teste,120.14,95,7000,44,Video,13º Lançamento | Leads
3697,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_teste,63.62,23,4036,7,Video,13º Lançamento | Leads
3698,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_original,59.60,21,3999,8,Video,13º Lançamento | Leads
3699,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,midfunnel_full_dados_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_teste,96.74,50,5134,19,Video,13º Lançamento | Leads
3700,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,midfunnel_full_dados_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_original,96.87,46,3603,26,Video,13º Lançamento | Leads
3701,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,123.66,90,6452,53,Video,13º Lançamento | Leads
3702,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,125.03,109,7988,55,Video,13º Lançamento | Leads
3703,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,43.83,17,3164,7,Video,13º Lançamento | Leads
3704,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,45.20,12,3047,2,Video,13º Lançamento | Leads
3705,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,topfunnel_LAL1_compradores_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_original,43.08,16,2397,6,Video,13º Lançamento | Leads
3706,2025 | Fevereiro,Terça-Feira,Dia útil,Leads,2025-02-04,topfunnel_LAL1_compradores_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_teste,42.02,19,2103,10,Video,13º Lançamento | Leads
3707,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_original,145.68,112,9893,48,Video,13º Lançamento | Leads
3708,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_teste,149.31,112,9956,54,Video,13º Lançamento | Leads
3709,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_teste,27.83,23,1906,11,Video,13º Lançamento | Leads
3710,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_original,29.57,17,2130,9,Video,13º Lançamento | Leads
3711,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,midfunnel_full_dados_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_teste,102.21,54,5337,25,Video,13º Lançamento | Leads
3712,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,midfunnel_full_dados_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_original,102.36,42,3663,10,Video,13º Lançamento | Leads
3713,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,149.68,90,8370,44,Video,13º Lançamento | Leads
3714,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,150.61,93,10158,35,Video,13º Lançamento | Leads
3715,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,38.71,14,3273,5,Video,13º Lançamento | Leads
3716,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,37.97,29,3245,9,Video,13º Lançamento | Leads
3717,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,topfunnel_LAL1_compradores_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_original,39.58,15,2038,6,Video,13º Lançamento | Leads
3718,2025 | Fevereiro,Quarta-Feira,Dia útil,Leads,2025-02-05,topfunnel_LAL1_compradores_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_teste,39.19,15,2051,4,Video,13º Lançamento | Leads
3719,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_original,193.07,138,13258,66,Video,13º Lançamento | Leads
3720,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_teste,191.09,116,12874,50,Video,13º Lançamento | Leads
3721,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_teste,46.24,43,3451,19,Video,13º Lançamento | Leads
3722,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_original,45.09,27,3500,15,Video,13º Lançamento | Leads
3723,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,midfunnel_full_dados_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_teste,24.16,20,1482,5,Video,13º Lançamento | Leads
3724,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,midfunnel_full_dados_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_original,25.19,7,920,6,Video,13º Lançamento | Leads
3725,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,189.29,95,11733,40,Video,13º Lançamento | Leads
3726,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,189.07,126,13955,47,Video,13º Lançamento | Leads
3727,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,47.21,22,5074,9,Video,13º Lançamento | Leads
3728,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,47.05,23,4591,6,Video,13º Lançamento | Leads
3729,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,topfunnel_LAL1_compradores_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_original,47.02,20,2606,8,Video,13º Lançamento | Leads
3730,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,topfunnel_LAL1_compradores_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_teste,46.51,16,2783,6,Video,13º Lançamento | Leads
3731,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_original,202.03,125,12297,66,Video,13º Lançamento | Leads
3732,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_teste,202.03,129,12449,56,Video,13º Lançamento | Leads
3733,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_teste,56.02,39,3754,19,Video,13º Lançamento | Leads
3734,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_original,58.30,29,3812,10,Video,13º Lançamento | Leads
3735,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,201.83,115,12021,42,Video,13º Lançamento | Leads
3736,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,202.12,127,14547,35,Video,13º Lançamento | Leads
3737,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,51.39,30,5266,9,Video,13º Lançamento | Leads
3738,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,52.00,32,5005,10,Video,13º Lançamento | Leads
3739,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,topfunnel_LAL1_compradores_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_original,46.08,11,2279,7,Video,13º Lançamento | Leads
3740,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,topfunnel_LAL1_compradores_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_teste,46.21,21,2527,9,Video,13º Lançamento | Leads
3741,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,midfunnel_full_dados_video_que_bagunca_esse_escritorio_parece_os_dados_da_tua_empresa_LP_original,8.25,1,381,1,Video,13º Lançamento | Leads
3742,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,midfunnel_full_dados_video_que_bagunca_esse_escritorio_parece_os_dados_da_tua_empresa_LP_teste,7.82,,369,,Video,13º Lançamento | Leads
3743,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_original,199.25,123,13108,54,Video,13º Lançamento | Leads
3744,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_teste,199.95,100,12703,43,Video,13º Lançamento | Leads
3745,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_teste,83.21,49,5422,23,Video,13º Lançamento | Leads
3746,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_original,83.16,57,5144,30,Video,13º Lançamento | Leads
3747,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,198.63,115,11289,48,Video,13º Lançamento | Leads
3748,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,198.44,97,14347,30,Video,13º Lançamento | Leads
3749,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,66.97,39,5897,14,Video,13º Lançamento | Leads
3750,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,46.66,25,3935,6,Video,13º Lançamento | Leads
3751,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,midfunnel_full_dados_video_que_bagunca_esse_escritorio_parece_os_dados_da_tua_empresa_LP_original,97.20,21,3719,8,Video,13º Lançamento | Leads
3752,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,midfunnel_full_dados_video_que_bagunca_esse_escritorio_parece_os_dados_da_tua_empresa_LP_teste,98.03,49,5020,10,Video,13º Lançamento | Leads
3753,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,midfunnel_full_dados_video_aposto_que_voce_ja_passou_raiva_com_erro_de_excel_LP_teste,103.45,38,4032,9,Video,13º Lançamento | Leads
3754,2025 | Fevereiro,Sábado,Final de Semana,Leads,2025-02-08,midfunnel_full_dados_video_aposto_que_voce_ja_passou_raiva_com_erro_de_excel_LP_original,103.73,32,4633,14,Video,13º Lançamento | Leads
3755,2025 | Fevereiro,Domingo,Final de Semana,Leads,2025-02-09,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_original,214.08,135,15111,50,Video,13º Lançamento | Leads
3756,2025 | Fevereiro,Domingo,Final de Semana,Leads,2025-02-09,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_teste,214.90,100,14207,37,Video,13º Lançamento | Leads
3757,2025 | Fevereiro,Domingo,Final de Semana,Leads,2025-02-09,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_teste,88.09,56,5696,28,Video,13º Lançamento | Leads
3758,2025 | Fevereiro,Domingo,Final de Semana,Leads,2025-02-09,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_original,89.55,57,5372,34,Video,13º Lançamento | Leads
3759,2025 | Fevereiro,Domingo,Final de Semana,Leads,2025-02-09,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,217.08,86,11254,36,Video,13º Lançamento | Leads
3760,2025 | Fevereiro,Domingo,Final de Semana,Leads,2025-02-09,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,214.73,109,13948,41,Video,13º Lançamento | Leads
3761,2025 | Fevereiro,Domingo,Final de Semana,Leads,2025-02-09,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,71.69,43,5371,13,Video,13º Lançamento | Leads
3762,2025 | Fevereiro,Domingo,Final de Semana,Leads,2025-02-09,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,54.79,29,3831,14,Video,13º Lançamento | Leads
3763,2025 | Fevereiro,Domingo,Final de Semana,Leads,2025-02-09,midfunnel_full_dados_video_que_bagunca_esse_escritorio_parece_os_dados_da_tua_empresa_LP_original,101.55,42,3621,13,Video,13º Lançamento | Leads
3764,2025 | Fevereiro,Domingo,Final de Semana,Leads,2025-02-09,midfunnel_full_dados_video_que_bagunca_esse_escritorio_parece_os_dados_da_tua_empresa_LP_teste,99.24,28,5208,5,Video,13º Lançamento | Leads
3765,2025 | Fevereiro,Domingo,Final de Semana,Leads,2025-02-09,midfunnel_full_dados_video_aposto_que_voce_ja_passou_raiva_com_erro_de_excel_LP_teste,100.04,32,4348,13,Video,13º Lançamento | Leads
3767,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-10,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_original,242.61,133,19997,47,Video,13º Lançamento | Leads
3768,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-10,midfunnel_full_dados_video_voce_acha_que_python_eh_dificil_LP_teste,241.78,116,17498,49,Video,13º Lançamento | Leads
3769,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-10,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_teste,98.49,45,7064,18,Video,13º Lançamento | Leads
3770,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-10,topfunnel_LAL1_compradores_video_voce_acha_que_python_eh_dificil_LP_original,98.44,54,6737,22,Video,13º Lançamento | Leads
3771,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-10,midfunnel_full_dados_video_se_vc_acha_que_o_excel_resolve_todos_os_seus_problemas_LP_original,0.00,,0,1,Video,13º Lançamento | Leads
3772,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-10,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,252.31,96,14494,35,Video,13º Lançamento | Leads
3773,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-10,midfunnel_full_dados_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,250.10,112,18635,41,Video,13º Lançamento | Leads
3774,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-10,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_original,82.69,34,6739,13,Video,13º Lançamento | Leads
3775,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-10,topfunnel_LAL1_compradores_video_as_pessoas_falam_que_databricks_eh_uma_das_melhores_ferramentas_LP_teste,62.01,32,4945,8,Video,13º Lançamento | Leads
